Language	Counts
en	😭:3820,😂:3762,🔥:3362,❤️:2987,🔹:1822,🤣:1763,✅:1373,😍:1239,✨:1207,📌:1080,🚨:1032,👀:980,🥺:979,🥰:972,🎉:927,💙:895,👇:881,🔔:879,🌷:876,🙏:867,🌝:789,🐋:773,🥹:732,🎁:712,🏆:690,💜:673,💯:670,💕:635,🚀:625,💀:611,🤍:603,🦄:533,👉:528,💚:522,‼️:503,😊:499,🤔:499,😈:496,♥️:485,💥:483,🥳:482,👍:468,🤩:462,💖:461,1️⃣:453,😅:451,⚡:446,💦:440,🖤:427,😎:422,😘:407,😁:403,🤝:396,😩:393,❤:386,📸:373,💗:367,😉:364,😳:361,💎:351,💰:349,👏:342,🙄:341,⏰:341,2️⃣:337,⚠️:332,🔗:328,1⃣:326,💛:321,🙌:319,🇺🇸:319,➡️:318,💔:312,💪:305,⭐:301,📢:297,🥵:296,👑:293,🥲:279,🤭:279,🔴:273,🇪🇹:267,😌:267,😏:267,❤️‍🔥:259,🦋:243,💫:239,😆:237,😔:233,🫶:233,⬇️:231,🎶:228,🌻:226,🤗:226,😋:223,📍:221,☺️:219,🧡:217,🤡:212,🤑:210,🥴:204,🍆:200,☀️:199,3️⃣:193,🤤:193,🤯:190,💵:189,🧵:187,🙈:187,👌:187,🏈:183,🌸:183,🌹:183,🫶🏻:181,2⃣:180,🌟:179,💸:177,🙂:174,😱:173,💞:170,🐶:169,😜:169,🍀:168,🔊:168,😤:166,🎂:164,🎥:163,💋:160,⏳:158,🥂:152,📊:152,👇🏻:146,🍑:145,❗:144,🙏🏻:144,🐿:143,👋:143,💓:142,🫠:141,🤪:139,😀:138,3⃣:137,😃:137,🐰:137,🫡:137,🇪🇷:134,🫣:133,👊:133,🫶🏼:132,🥇:131,⚽:131,🕊:130,☕:129,🔞:128,🟩:128,🎟️:128,🎊:126,📺:124,🔵:124,📩:124,😬:122,😒:121,🗣:120,😇:119,📣:119,❣️:118,📈:117,💐:116,▶️:116,💪🏽:115,😄:114,🔁:113,😮‍💨:113,🇮🇳:112,✌️:112,🙃:110,💌:110,😢:107,🌴:107,🌿:104,👈:103,♻️:102,🟢:102,📅:101,🎵:101,💃:101,🫂:100,💬:100,🐐:100,🫶🏽:100,⚔️:100,🐾:99,🌙:99,😵‍💫:97,🤨:97,🌈:96,🙏🏾:96,🇧🇷:94,🙏🏽:94,🌎:93,🌊:93,😫:92,😞:92,💘:91,🍎:91,🦊:91,😹:91,😡:90,🌍:90,🇬🇧:89,☹️:89,😻:88,🎯:88,🙏🏼:87,☠️:87,🐱:87,🤧:86,🎬:85,🌼:83,🌞:80,👅:80,🐹:79,🍁:78,🤞:78,💨:78,💩:78,🍂:77,🧐:77,😐:77,👻:76,👍🏻:75,💭:75,🎃:75,😯:75,✈️:73,✔️:73,🔸:73,🍒:72,🤬:72,🤫:72,💝:72,🎨:71,📲:69,🤷‍♂️:68,☑️:68,😴:67,❌:66,🕯:66,😑:66,📷:65,☄️:65,🌺:65,🎟:65,🚧:65,🤖:65,🎮:64,👹:63,🍃:63,🐳:63,🐺:62,🗣️:62,📆:61,👏🏻:61,🤦‍♂️:61,™:61,🎀:60,🌐:60,⤵️:60,✋:60,🤎:60,♥:60,🇫🇷:59,🍉:59,📚:59,🐧:58,🫶🏾:58,😝:58,🇺🇦:58,⛔:58,😽:58,🗓:58,🦦:58,🍻:58,😕:58,⚪:58,🥶:57,😛:57,👉🏻:57,📝:57,🤮:57,🤘:57,🦅:56,🍿:56,🇵🇰:56,😪:55,🦁:55,🤲:55,🗳️:54,😚:54,✍️:54,🛒:53,🌱:53,🐻:53,🤓:53,🔄:52,🌕:52,🍇:52,👇🏼:52,✊:52,🎈:51,🙋‍♂️:51,👥:51,🤙:51,🆚:50,🌬:49,🥈:49,🤌:49,🌚:49,👁:49,0️⃣:49,👟:49,⬜:48,🍾:48,🤢:48,💧:48,🍌:47,🎙️:47,🍊:47,💪🏾:46,😮:46,🇮🇹:46,🟨:45,🎙:45,❤️‍🩹:44,🥏:44,❄️:44,🔒:44,🐝:44,👁️:44,🦍:44,🔖:44,🐵:43,🐯:42,📱:42,🖕:42,🥀:42,🌥:42,🕺:41,🥉:41,🫢:41,🤟:41,♦️:41,🐈:40,🆕:40,🤠:40,🔮:40,💠:40,💪🏻:40,🙌🏾:40,©:39,🌠:39,⬛:39,🏀:39,😲:39,✌:39,😓:39,🇨🇦:39,💟:39,😼:38,🐥:38,▶:38,📜:37,⚾:37,🤷‍♀️:37,🇯🇵:37,🕊️:37,🎧:37,🤷🏾‍♂️:37,👍🏼:37,🥱:37,🏴‍☠️:37,🎞:36,🙏🏿:36,🧘:36,📼:36,🍷:36,🇺🇲:36,🎸:36,🍺:35,⏱:35,🧿:35,🙌🏻:35,🐕:35,🗓️:35,🌀:35,🌅:35,🙌🏽:35,🏟️:35,🍄:35,🧤:34,🌏:34,🇷🇺:34,📖:34,❓:34,🚩:34,🐨:34,💣:34,🩸:34,❣:34,⁉️:34,©️:34,🐸:33,💪🏼:33,🐈‍⬛:33,🆘:33,🤦‍♀️:33,🦾:33,➕:33,💹:32,🪐:32,™️:32,🍭:32,⚓:32,💻:32,🏠:32,♠️:32,🎤:31,🏴󠁧󠁢󠁥󠁮󠁧󠁿:31,☁️:31,☝️:31,👛:31,🛸:31,🐷:31,💡:30,▪️:30,🤷🏻‍♀️:30,👇🏽:30,👆:30,👄:30,🐍:30,☘️:30,🎄:30,🕯️:30,⚜️:29,🪄:29,🎫:29,👏🏾:29,❇️:29,🏷️:29,👎:29,😥:29,6️⃣:29,4️⃣:29,⭕:29,🧸:28,🤷:28,🇳🇬:28,🌳:28,🌵:28,⚫:28,🌶:28,🗳:28,🏁:28,🪙:28,🗑:28,🔑:28,🏷:27,😖:27,🐉:27,📰:27,💿:27,🤐:27,🙊:27,🌃:27,🇳🇱:27,▫️:27,🤦🏻‍♂️:27,🔜:27,👤:26,🚫:26,🦉:26,📉:26,⌛:26,❕:26,🦇:26,🏝:26,📡:26,🤏:26,🙌🏼:26,✌🏼:25,👌🏻:25,🦆:25,👊🏼:25,🏡:25,🍰:25,🕷:25,📽:25,⏱️:25,🥁:25,💢:25,🕒:25,🤷🏽‍♂️:25,🤝🏾:25,8️⃣:25,🤞🏽:25,🍹:25,🐴:24,🤦:24,🛝:24,🙁:24,🤦🏻‍♀️:24,🧊:24,😣:24,📹:24,🏅:24,🗽:24,📻:24,🦏:24,🏴󠁧󠁢󠁳󠁣󠁴󠁿:24,🌌:24,🫦:24,⬅️:24,🔪:24,😟:24,👚:24,🤷🏽‍♀️:24,🦈:24,🔰:24,🐘:23,⌚:23,🤦🏽‍♂️:23,🐲:23,😺:23,🍔:23,🔃:23,🦖:23,🤦🏽‍♀️:23,🗿:22,🫧:22,🏳️‍🌈:22,🧩:22,5️⃣:22,🍓:22,🤞🏾:22,🐢:22,🟡:22,🍏:22,🧨:22,😙:22,👏🏽:22,⬆️:22,🤞🏻:21,😠:21,🎼:21,👠:21,🍋:21,🍼:21,🇦🇺:21,🔺:21,☎️:21,⛱️:21,🔝:21,🐚:21,👽:20,✝️:20,🪘:20,🥃:20,🌽:20,◾:20,🖼:20,🍐:20,🏟:20,🤷🏻‍♂️:20,⏲️:20,👿:20,🙋🏻‍♀️:20,🇦🇷:20,💅:20,📞:20,😗:20,✖️:20,🃏:20,♣️:20,🏹:20,🇲🇽:20,⏩:20,🧬:19,👇🏾:19,💍:19,🤦🏾‍♀️:19,🥊:19,🤘🏻:19,🎢:19,🗝️:19,✌🏻:19,😷:19,🇬🇭:19,🛎:19,⚖️:19,🤲🏾:19,🧹:19,👺:19,🐩:19,🥸:19,💤:19,🐎:18,🇰🇷:18,😵:18,🇩🇪:18,🐟:18,💉:18,👏🏼:18,🟠:18,📽️:18,🔫:18,🇮🇪:18,🎲:18,🐠:18,🍕:18,🦙:17,🍫:17,⛩️:17,🪩:17,🐡:17,☮️:17,🛑:17,🐙:17,🚑:17,🐑:17,🛐:17,🤦🏾‍♂️:17,😸:17,✌🏾:17,🤴:17,☺:17,👣:17,🎇:17,🥛:17,🇬🇷:17,🥕:17,👍🏽:17,🐀:16,🟣:16,®:16,ℹ️:16,🎓:16,🥪:16,🐦:16,‼:16,🧢:16,🕑:16,🚒:16,🛻:16,➡:16,🔻:16,💃🏾:16,🐣:16,🤌🏾:16,🗡:16,🧪:16,🐜:16,4⃣:16,🫤:16,7️⃣:16,🍯:16,😰:16,🚮:15,👉🏽:15,⛽:15,🌄:15,🟦:15,🛼:15,🪴:15,🛍:15,🦔:15,🚗:15,🛠️:15,🇹🇷:15,🏦:15,👊🏻:15,💳:15,💼:15,🧁:15,🔆:15,🔎:15,☀:15,💽:15,🥜:15,🤌🏻:15,🔱:15,🐊:15,🐇:15,🇻🇪:15,😨:15,🇪🇸:15,🇵🇹:15,🔽:15,🧠:14,🥟:14,🔓:14,🧾:14,🤏🏻:14,🍪:14,🇨🇳:14,🪨:14,♾️:14,🌲:14,🍟:14,🛡:14,🚁:14,🇿🇦:14,👕:14,🔍:14,😶:14,🏖:14,9️⃣:14,🙆‍♀️:14,🎭:14,🎆:14,🎩:14,🧀:14,📥:14,🖇:14,🐬:14,🙋‍♀️:14,🟥:13,🥷:13,✊🏾:13,🇪🇺:13,🧭:13,🪶:13,🏒:13,🐼:13,🇦🇪:13,🍦:13,🌾:13,🌛:13,👾:13,🏖️:13,👙:13,🕰:13,🤷🏾‍♀️:13,👉🏾:13,🇮🇱:13,🚶:13,🍨:13,🛟:13,🦎:12,🍩:12,🇰🇪:12,🤦🏼‍♀️:12,✂️:12,🗞:12,✔:12,🎾:12,🌤:12,👌🏼:12,🔙:12,👸:12,💄:12,🇧🇪:12,🖇️:12,💅🏻:12,⚗️:12,🦌:12,🌇:12,🐔:12,🌧:12,🇨🇭:12,✊🏽:12,🐒:12,🚬:12,🐭:12,🚽:12,✌🏽:12,0⃣:12,👋🏻:12,Ⓜ️:12,🔌:12,🇦🇹:12,🤲🏻:11,🏃:11,🥧:11,🍴:11,🇹🇭:11,🏃‍♂️:11,🏏:11,👬:11,🇵🇭:11,📋:11,🏰:11,🧼:11,🤕:11,💃🏻:11,🏐:11,✏️:11,🇩🇰:11,🌜:11,🙀:11,🍞:11,🧍‍♂️:11,🤳:11,🔟:11,🤙🏻:11,😦:11,🦜:11,🚚:11,⚰️:11,📦:11,🦑:11,🤞🏼:11,☯️:11,🤷🏼‍♂️:10,🍬:10,🤌🏼:10,☢️:10,💅🏽:10,🍅:10,🎦:10,🇸🇪:10,👢:10,❤‍🔥:10,🇻🇳:10,🏃‍♀️:10,♨️:10,⛩:10,🫥:10,👼:10,🍽:10,🧙:10,🤷🏿‍♂️:10,🔘:10,♍:10,⚙️:10,🧑‍💻:10,🧣:10,🧋:10,🎪:10,👈🏻:10,😶‍🌫️:10,🍶:10,👌🏽:10,🥅:10,🙉:10,🎺:10,🧱:10,🎑:10,🎹:10,🔷:10,🇳🇴:10,🤥:10,🔐:9,👂:9,🍱:9,🙌🏿:9,🤦🏿‍♂️:9,▪:9,🚕:9,🤴🏾:9,📑:9,➖:9,🥞:9,🐂:9,🤷🏼‍♀️:9,👐:9,☁:9,🌪:9,🤘🏼:9,🖕🏼:9,🔢:9,✉️:9,👨‍👩‍👧:9,🔶:9,🤲🏽:9,🧍🏽‍♀️:9,🐽:9,🛌:9,🚙:9,🌫:9,®️:9,👍🏾:9,💅🏼:9,🦧:9,📕:9,🍸:9,🍜:9,✊🏼:9,🤌🏽:9,👊🏾:9,🥭:9,🇲🇾:8,👉🏼:8,🙅‍♂️:8,🌔:8,🏴󠁧󠁢󠁷󠁬󠁳󠁿:8,🥒:8,🅰️:8,🙇:8,🧟‍♂️:8,🫐:8,🤝🏽:8,👶:8,♾:8,📓:8,🎗:8,⚛️:8,🤙🏼:8,🫰🏻:8,⛵:8,🤦🏿:8,🕸:8,🗞️:8,🪷:8,🥥:8,🆓:8,👊🏿:8,🥤:8,🤝🏻:8,🪬:8,📎:8,🙇‍♀️:8,🚂:8,❎:8,🤛:8,✊🏻:8,🔈:8,📯:8,🍝:8,🐗:8,🐮:8,🌮:8,🌧️:8,💲:8,🆙:8,🚦:8,🐅:8,🏎:8,🦷:8,🤜:8,⏸️:8,🩺:7,🕸️:7,🇹🇿:7,🌘:7,🟧:7,📄:7,🌭:7,🧙‍♀️:7,🏗:7,🥷🏽:7,🏔:7,🫑:7,🧙‍♂️:7,🌆:7,🇵🇷:7,🕺🏽:7,🐿️:7,🧍🏻‍♀️:7,🇦🇱:7,🔼:7,🕺🏻:7,👋🏼:7,⛳:7,🫰:7,🌑:7,🦮:7,🚶🏾‍♂️:7,💶:7,🪡:7,🫵:7,🧚‍♀️:7,🐖:7,🦩:7,🤦🏼‍♂️:7,✊🏿:7,🎗️:7,✍:7,🤟🏻:7,🖊️:7,🔨:7,🎷:7,🏝️:7,☔:7,🏇:7,🇵🇱:7,🗯️:7,🧍‍♀️:7,🤲🏼:7,👆🏻:7,🍧:7,😧:7,🌖:7,👔:7,🦚:7,🍡:6,🇯🇲:6,🇸🇻:6,🚶‍♀️:6,🪱:6,🎰:6
