Language	Counts
ja	✨:5126,🎁:2725,‼️:1489,😊:1488,😭:1441,🎉:1116,💕:1031,☺️:1009,🔥:925,😂:769,💦:767,🥰:742,🥺:740,🤣:728,😆:718,❗:714,❤️:628,👍:624,🙏:575,🥹:457,🌟:449,❣️:436,🎶:408,✅:401,‼:400,☀️:398,🍀:396,🤔:387,😍:384,1⃣:382,🎊:376,♻️:373,😅:371,💓:371,🎯:364,❤:359,🥲:330,🌸:326,😌:325,💗:325,💖:311,🌈:310,🥳:308,😇:300,🙌:296,🙇‍♀️:293,🤍:287,💙:275,👀:266,😢:265,👏:261,1️⃣:257,🙇‍♂️:254,💜:254,2⃣:252,😳:249,🫶:247,😁:247,💰:246,👇:244,🤗:244,⭐:243,⏰:238,😃:237,💪:234,📺:234,🐰:232,✌️:220,🤭:219,😄:217,☀:213,💛:210,㊗️:209,⁉️:207,💚:207,🎂:205,⚠️:204,💫:203,🎵:202,❕:200,📣:199,💞:195,2️⃣:193,⚡:180,😎:177,🅿️:176,🍁:173,💭:169,😋:168,🫶🏻:165,❓:164,▶:161,📢:161,💌:160,🤤:155,🔻:154,🙇:152,🎈:145,☺:144,☕:144,🌙:143,😉:143,👉:141,♥️:140,🎀:139,🔁:139,⬇️:138,🐶:137,🤩:136,🎤:135,❤️‍🔥:135,💨:130,✖️:127,💐:127,😱:126,🌻:125,👑:121,📸:121,🌹:120,🔽:118,🌱:118,💤:118,☑:117,♥:116,💎:113,🐱:113,💥:113,3⃣:111,💧:109,🧡:109,🙄:106,😘:106,✈️:105,🫧:104,🍺:102,💡:100,🐾:99,🫠:97,😀:96,🖤:96,☔:94,🌞:93,👤:91,💋:89,🌺:89,🧸:89,🫡:88,🌼:87,▶️:86,👋:86,✋:85,✔:84,🎧:84,☁️:84,😴:84,🐯:84,🍓:82,🎬:81,🫣:81,👌:81,🕊:79,✈:79,🔗:78,✊:76,🙆‍♀️:76,📱:76,❣:76,🇯🇵:75,🔔:75,✉️:74,🥇:73,❌:70,😡:68,🍑:68,😓:68,🐹:68,⭕:68,☝️:68,🙋‍♀️:67,😚:67,🕺:66,💘:66,🐈:66,🍇:65,🤝:65,⚾:65,🌀:65,🏆:64,📝:63,🚗:62,👊:61,🦊:61,💢:61,🍜:61,🙌🏻:60,🌷:60,🌰:60,🦋:59,🔄:59,⁉:59,🍊:59,📷:59,🆙:58,🤲:58,✌:58,🆗:57,😤:57,🍠:57,🐟:56,☑️:56,😏:56,📩:55,✔️:55,🐼:55,🔶:55,⤴️:54,💬:54,🌿:54,0️⃣:54,💝:53,☘️:53,🔸:53,🚨:53,😪:51,🍋:51,🎫:49,🫖:49,🙏🏻:48,👹:48,🙇🏻‍♀️:48,🧼:48,🗝:48,🍃:48,🎥:47,😈:47,👍🏻:46,🎮:46,☁:46,😣:45,🐤:45,🥂:45,😨:45,🍄:44,⚔️:44,😻:44,🙂:44,🐸:44,❄️:44,🍻:43,🌾:43,❔:43,🙈:43,🔎:43,🐷:43,🍨:43,🪄:43,🐇:42,🌕:41,🌴:41,🍴:41,🎃:41,🍔:40,🐻:40,⤴:40,🌃:40,🐣:40,⚔:40,😸:40,😔:40,🎸:40,😥:40,📍:39,🌊:39,🉐:39,📮:39,3️⃣:39,🍎:38,🗓:38,🐺:38,⚠:38,💉:38,⏱:37,🤫:37,🙋:37,🦀:37,🍯:37,🍂:37,🐧:37,🐕:37,⌚:36,🫰:36,😖:36,😩:36,🐬:36,🍚:36,✍️:36,🎆:36,🔫:35,🍵:35,🍡:35,🍙:35,🐒:35,🙃:35,🍌:35,😫:35,😵‍💫:35,📻:34,💟:34,😰:34,👏🏻:34,➡:34,🐝:34,🍰:34,⏳:33,🦁:33,😞:33,😮‍💨:33,😺:33,🔊:32,♀:32,🫰🏻:32,⚒️:32,🟦:32,🐈‍⬛:31,➕:31,✊🏻:31,🍒:31,🐙:31,🤚:31,🍩:31,➡️:30,🎴:30,😵:30,🆚:29,💸:29,👻:29,😹:29,🍅:29,🫢:29,🌳:29,🦖:29,🔴:29,0⃣:29,🍞:29,💃:29,🍮:29,▪️:28,👼:28,🍷:28,🌠:28,⚽:28,😑:28,🍣:28,💍:28,🦐:28,🙆‍♂️:28,🐥:28,🖐:28,💿:28,🚬:27,✖:27,🚩:27,🎑:27,📕:27,🥦:27,🎙:27,🙋‍♂️:27,🆕:27,🍉:26,🟢:26,🌏:26,▫️:26,🦦:26,🥱:26,🍳:26,🐳:25,💻:25,🦑:25,㊗:25,◼:25,7⃣:25,💪🏻:24,⬇:24,🎪:24,⏬:24,🎨:24,💄:24,🟡:24,☝:24,🦄:24,🤦‍♀️:24,💮:24,🤪:24,⚫:24,🥶:24,🐉:23,😿:23,😽:23,👈:23,🟨:23,🍛:23,👨‍💼:23,🧐:23,😝:23,〰️:23,5️⃣:23,🐿:23,🏅:22,🇺🇸:22,⏩:22,🛁:22,⤵:22,➰:22,😙:22,👶:22,💯:22,✌🏻:22,🥢:22,🙆:21,👓:21,🍫:21,🌛:21,📅:21,⬆️:21,🏠:21,5⃣:21,🟩:21,♂:21,🐮:21,🍐:21,🪷:21,🌶:20,🎞:20,🍈:20,🔃:20,💁‍♂️:20,🥃:20,🍶:20,↪:20,☂️:20,😲:20,🆘:20,🛫:20,🚚:20,🔖:20,📌:20,🔺:20,🆓:20,😠:19,🔆:19,🤟:19,🥵:19,⚜️:19,🎩:19,💁‍♀️:19,🍗:19,🎣:19,🛩:19,🥈:18,🙀:18,🦈:18,🗣:18,🗻:18,🍖:18,🃏:18,⬜:18,✍:18,💀:18,⚪:18,🎌:18,💣:18,🐌:18,🐢:17,🍹:17,🦍:17,🌅:17,🦉:17,⛩:17,🌎:17,📦:17,🏮:17,📖:17,🐴:17,🚙:17,😐:17,🦒:17,📲:17,🏃‍♂️:17,🏍:16,🤞:16,🔪:16,🅿:16,👐:16,🍼:16,🍭:16,🤮:16,👽:16,👿:16,🎟:16,🇰🇷:16,🔍:16,🛒:16,🐔:16,🤘:16,▫:16,🍾:16,🏴‍☠️:16,🏀:16,®:16,🥕:16,🏃:15,📘:15,🍬:15,🕐:15,🕶:15,🐑:15,🚺:15,🤯:15,🥀:15,🏯:15,🍱:15,🐭:15,❄:15,🕰:15,🐽:15,🇫🇷:15,🧪:15,👆:15,🔞:15,🧧:15,🧀:15,🏝:15,🏷:15,🦆:15,⤵️:15,🎋:15,📧:15,🏰:14,♨️:14,👊🏻:14,🫶🏼:14,📚:14,😗:14,🔰:14,🦇:14,♦️:14,💊:14,🥗:14,🔵:14,📡:14,🚀:14,🥟:14,🥉:14,⛅:14,4️⃣:13,😜:13,🌝:13,🎍:13,🎐:13,🤓:13,☃️:13,💠:13,💴:13,🐨:13,🌍:13,👒:13,🍦:13,✴️:13,🏩:13,🥤:13,🥞:13,🍆:13,🌄:12,👼🏻:12,💩:12,↔:12,♠️:12,🐦:12,😮:12,🌧:12,🛌:12,🐍:12,✏️:12,🏢:12,👂:12,📛:12,✉:12,🥐:12,🚿:12,🛵:12,👶🏻:12,🐠:12,🧠:12,🎻:12,🍝:11,👦🏻:11,🍪:11,🏹:11,🎏:11,🛏:11,🌲:11,🤳:11,🥩:11,🍤:11,🙊:11,🌤:11,9⃣:11,🦸🏻‍♂️:11,📞:11,🈵:11,🤙:11,🙇🏻‍♂️:11,👁:11,🥔:11,👟:11,↔️:11,⛺:11,✍🏻:11,㊙️:11,🟥:11,🛏️:11,👾:11,6️⃣:11,😷:11,🦷:11,👙:11,🥖:11,🧚‍♀️:11,🏐:10,🍿:10,🍽:10,🙆🏻‍♀️:10,🤲🏻:10,🤦🏻‍♀️:10,🕒:10,🤝🏻:10,™:10,🎰:10,🐓:10,🗡:10,🌌:10,〰:10,🧶:10,🍥:10,🤡:10,🔑:10,🐻‍❄️:10,🎾:10,🔹:10,😒:10,🥚:10,🧊:10,🔷:10,🌽:10,🚲:10,🏫:10,🥒:10,🚢:10,🧚‍♂️:10,🔅:10,🎹:10,⚓:10,🧹:10,🇬🇧:10,🥴:9,🤬:9,🛀:9,🏇:9,👔:9,🥥:9,📨:9,🤎:9,🤢:9,📹:9,❎:9,👨‍✈️:9,😶:9,◾:9,🐩:9,🍕:9,🌵:9,😬:9,🏃‍♀️:9,🗾:9,🐏:9,🛍:9,👥:9,🆔:9,🌂:9,🧅:9,🤖:9,🦌:9,✴:9,🪞:9,🈁:9,🦔:9,🚃:9,🦅:9,☪:9,🐲:9,🕯:9,😾:8,🤏:8,🇹🇭:8,◽:8,🤨:8,👗:8,🗼:8,🧝‍♂️:8,🍟:8,😼:8,🍏:8,🥬:8,🈳:8,🐊:8,🌭:8,🌋:8,🪦:8,🎲:8,👘:8,🫥:8,🚄:8,🗣️:8,🎙️:8,🏖:8,🍲:8,🎼:8,🙇🏻:8,🧁:8,🌪:8,🐖:8,🦭:8,👧🏻:8,🌗:8,🚴:8,🙋🏻‍♀️:8,☹️:8,🇺🇦:8,🔮:8,👴:8,🗽:8,🍘:8,🎒:7,⛄:7,🖐️:7,🟣:7,👇🏻:7,🍍:7,⬛:7,🐄:7,🖋:7,🚅:7,✂️:7,🫀:7,🔟:7,🙅‍♀️:7,🏁:7,🐘:7,💁:7,🥊:7,🍧:7,⬅:7,♦:7,👧:7,👠:7,🌬:7,🙋🏻‍♂️:7,🦕:7,👵:7,🧻:7,💔:7,👎:7,🎖:7,⛈:7,🅰️:7,🥼:7,🙅:7,🐜:7,☘:7,👨‍👧‍👦:7,🏪:7,👸:7,🏕:7,🐵:6,🤷‍♀️:6,⌛:6,🚜:6,👛:6,🐎:6,🔋:6,🎦:6,🇨🇦:6,🥭:6,🙆🏻:6,🖥:6,👍🏼:6,🌦:6,🟠:6,👚:6,🗓️:6,👨‍👩‍👧‍👦:6,⚜:6,👉🏻:6,🧢:6,☎️:6,🏺:6,📀:6,♨:6,8⃣:6,📽:6,💁🏻‍♀️:6,👦:6,🧙‍♀️:6,🚪:6,🌆:6,🇵🇱:6,🏄:6,⏪:6,♻:6,🚹:6,💒:6,🥜:6,#️⃣:6,🏄‍♂️:6,🤧:6,🫂:6,👋🏻:6,🧛‍♀️:6,🇨🇳:6,😯:6,🦪:6,🎭:6,🧜‍♀️:6,🥪:6,🚌:6,👞:6,🙅‍♂️:6,♣️:6,🫲:6,🐋:6,🥁:6,🫱:6,👄:5,⛲:5,🈺:5,👅:5,🐚:5,🥣:5,🪐:5,⛳:5,🧴:5,8️⃣:5,🎢:5,🫵:5,🤦‍♂️:5,4⃣:5,🥧:5,🏟:5,🤑:5,🏨:5,⛱:5,🦢:5,🗺:5,🏥:5,©️:5,🦵:5,🎠:5,🤥:5,◀️:5,🦗:5,🍢:5,💅:5,⛽:5,👈🏻:5,🩸:5,🧚🏻‍♀️:5,🌐:5,🔨:5,🏖️:5,☯️:5,🏟️:5,👕:5,🛼:5,🛸:5,🦩:5,♣:5,👨‍🍳:5,🥸:5,🧄:5,🗒:5,☠:5,⛰:5,🎇:5,🧨:5,🇩🇪:5,🥛:5,📈:5,😶‍🌫️:5,🌖:5,🌘:5,🔱:4,⛓:4,㊙:4,🐿️:4,📬:4,👯‍♀️:4,©:4,😧:4,🤷‍♂️:4,✏:4,⛑:4,🤞🏻:4,▪:4,🛐:4,👜:4,💵:4,🏳:4,👨‍🔬:4,🏳️‍🌈:4,🎡:4,🦠:4,🟤:4,🥓:4,🌉:4,📰:4,📙:4,🍸:4,🀄:4,📶:4,🤜:4,😛:4,◀:4,🛹:4,👮‍♀️:4,🎄:4,💶:4,🔐:4,❤️‍🩹:4,👯:4,🈹:4,🚴🏻‍♂️:4,🖼:4,🈲:4,🕊️:4,🚤:4,✋🏻:4,🪡:4,🗯:4,🛳:4,👺:4,🏓:4,6⃣:4,✳️:4,🥯:4,🐐:4,🥷:4,💹:4,🚶‍♀️:4,🚶:4,🫐:4,🦜:4,🥝:4,7️⃣:4,🎷:4,🙉:4,🅱️:4,🐡:4,♠:4,🚫:4,🉑:4,🥄:4,🥨:4,☎:4,↕️:4,🔜:4,🌤️:4,Ⓜ️:4,📤:4,🙇‍♂:4,☮️:4,🙇‍♀:4,🏡:4,🛑:4,🙌🏼:4,🕖:4,⛸:3,🎟️:3,🈚:3,👨:3,🙅🏻:3,❇️:3,⛈️:3,☝🏻:3,🌜:3,🏞:3,🪶:3,🚑:3,👭:3,🕵️:3,🤦🏻‍♂️:3
